"HR  [1/9110]+ ""Bright Star"" 
","HD        [1/225300] Henry Draper"" catalog",RA degre,Dec (degre),"Vmag
Mag",couleur,,,,,,,,,,,,,,,,
8559,213052,365,"-0,02",4.42,yellow,,,,,,,,,,,"373,75",,,,,
8560,213080,"366,25","-43,7494444444444",4.11,Red,,,,,,,,,,,"371,25",,,,,
8571,213306,"366,25","58,4152777777778",3.75,Red,,,,,,,,,,,"372,5",,,,,
8572,213310,"366,25","47,7069444444444",4.37,Red,,,,,,,,,,,"381,25",,,,,
8573,213320,"367,5","-10,6780555555556",4.81,Light blue,,,,,,,,,,,"386,25",,,,,
8576,213398,"368,75","-32,3461111111111",4.29,yellow,,,,,,,,,,,385,,,,,
8579,213420,"367,5","43,1236111111111",4.51,Light blue,,,,,,,,,,,"333,75",,,,,
8582,213442,"371,25","-61,9825",4.81,Red,,,,,,,,,,,"333,75",,,,,
8585,213558,"368,75","50,2825",3.77,Light blue,,,,,,,,,,,"337,5",,,,,
8597,213998,"373,75","-0,1175",4,Light blue,,,,,,,,,,,"336,25",,,,,
8613,214454,"376,25","51,5452777777778",4.63,yellow,,,,,,,,,,,"336,25",,,,,
8622,214680,"378,75","39,0502777777778",4.89,Light blue,,,,,,,,,,,"333,75",,,,,
8628,214748,380,"-27,0436111111111",4.18,Light blue,,,,,,,,,,,"337,5",,,,,
8630,214846,"387,5","-81,3816666666667",4.15,yellow,,,,,,,,,,,340,,,,,
8632,214868,380,"44,2763888888889",4.46,Red,,,,,,,,,,,"338,75",,,,,
8634,214923,"381,25","10,8313888888889",3.41,Light blue,,,,,,,,,,,340,,,,,
8636,214952,"382,5","-46,8847222222222",2.11,Red,,,,,,,,,,,340,,,,,
8641,214994,"381,25","29,3075",4.79,Light blue,,,,,,,,,,,"342,5",,,,,
8644,215104,"383,75","-41,4144444444444",4.85,Red,,,,,,,,,,,"342,5",,,,,
8649,215167,"383,75","-18,8305555555556",4.69,Red,,,,,,,,,,,"341,25",,,,,
8650,215182,"383,75","30,2213888888889",2.95,Red,,,,,,,,,,,"342,5",,,,,
8655,215369,"386,25","-53,5",4.85,Red,,,,,,,,,,,"341,25",,,,,
8665,215648,"387,5","12,1727777777778",4.19,yellow,,,,,,,,,,,"346,25",,,,,
8667,215665,"387,5","23,5655555555556",3.93,Red,,,,,,,,,,,"348,75",,,,,
8675,215789,390,"-51,3169444444444",3.49,yellow,,,,,,,,,,,"348,75",,,,,
8679,216032,"391,25","-13,5925",3.98,Red,,,,,,,,,,,"348,75",,,,,
8684,216131,"392,5","24,6016666666667",3.48,Red,,,,,,,,,,,350,,,,,
8694,216228,"391,25","66,2005555555556",3.54,Red,,,,,,,,,,,"352,5",,,,,
8695,216336,395,"-32,8755555555556",4.46,Light blue,,,,,,,,,,,"356,25",,,,,
8698,216386,395,"-7,57972222222222",3.74,Red,,,,,,,,,,,"356,25",,,,,
8699,216397,395,"43,3125",4.94,Red,,,,,,,,,,,"356,25",,,,,
8702,216446,"388,75","83,1538888888889",4.74,Red,,,,,,,,,,,"358,75",,,,,
8709,216627,"397,5","-15,8208333333333",3.28,yellow,,,,,,,,,,,"361,25",,,,,
8717,216735,"398,75","8,81611111111111",4.9,yellow,,,,,,,,,,,"363,75",,,,,
8720,216763,"398,75","-32,5397222222222",4.21,Red,,,,,,,,,,,360,,,,,
8726,216946,400,"49,7336111111111",4.94,Red,,,,,,,,,,,"363,75",,,,,
8728,216956,"401,25","-29,6222222222222",1.16,yellow,,,,,,,,,,,"366,25",,,,,
8747,217364,345,"-52,7541666666667",4.12,Red,,,,,,,,,,,365,,,,,
8748,217382,"397,5","84,3463888888889",4.72,Red,,,,,,,,,,,365,,,,,
8752,217476,345,"56,9455555555556",5,Red,,,,,,,,,,,"366,25",,,,,
8762,217675,"346,25","42,3261111111111",3.62,Light blue,,,,,,,,,,,"366,25",,,,,
8773,217891,"348,75","3,82",4.52,Light blue,,,,,,,,,,,"366,25",,,,,
8775,217906,"348,75","28,0827777777778",2.42,Red,,,,,,,,,,,"367,5",,,,,
8780,218031,350,"50,0522222222222",4.66,Red,,,,,,,,,,,"368,75",,,,,
8781,218045,350,"15,2052777777778",2.48,Light blue,,,,,,,,,,,"367,5",,,,,
8787,218227,"352,5","-43,5205555555556",4.28,yellow,,,,,,,,,,,"371,25",,,,,
8789,218240,"352,5","-23,7430555555556",4.48,Red,,,,,,,,,,,"368,75",,,,,
8795,218329,"353,75","9,40944444444444",4.51,Red,,,,,,,,,,,"373,75",,,,,
8796,218356,"353,75","25,4683333333333",4.74,Red,,,,,,,,,,,"376,25",,,,,
8797,218376,"352,5","59,42",4.85,Light blue,,,,,,,,,,,"378,75",,,,,
8812,218594,"356,25","-21,1725",3.64,Red,,,,,,,,,,,380,,,,,
8817,218640,"356,25","-22,4575",4.68,yellow,,,,,,,,,,,"387,5",,,,,
8819,218658,"353,75","75,3877777777778",4.42,Red,,,,,,,,,,,380,,,,,
8820,218670,"357,5","-45,2466666666667",3.89,Red,,,,,,,,,,,"381,25",,,,,
8830,219080,360,"49,4063888888889",4.53,yellow,,,,,,,,,,,"382,5",,,,,
8834,219215,"362,5","-6,04888888888889",4.22,Red,,,,,,,,,,,"381,25",,,,,
8841,219449,"363,75","-9,08777777777778",4.25,Red,,,,,,,,,,,"383,75",,,,,
8848,219571,"366,25","-58,2355555555556",3.99,yellow,,,,,,,,,,,"383,75",,,,,
8852,219615,"366,25","3,28222222222222",3.7,Red,,,,,,,,,,,"383,75",,,,,
8858,219688,"366,25","-9,1825",4.4,Light blue,,,,,,,,,,,"386,25",,,,,
8860,219734,"366,25","49,0152777777778",4.86,Red,,,,,,,,,,,"387,5",,,,,
8863,219784,"367,5","-32,5319444444444",4.41,Red,,,,,,,,,,,"387,5",,,,,
8865,219832,"367,5","-9,61055555555556",4.98,Red,,,,,,,,,,,390,,,,,
8872,219916,"367,5","68,1116666666667",4.76,Red,,,,,,,,,,,"391,25",,,,,
8880,220061,370,"23,7402777777778",4.6,yellow,,,,,,,,,,,"392,5",,,,,
8892,220321,"372,5","-20,1005555555556",3.98,Red,,,,,,,,,,,"391,25",,,,,
8904,220652,375,"62,2830555555556",4.98,Red,,,,,,,,,,,395,,,,,
8905,220657,"376,25","23,4041666666667",4.4,yellow,,,,,,,,,,,395,,,,,
8906,220704,"377,5","-20,6419444444444",4.39,Red,,,,,,,,,,,395,,,,,
8911,220825,"377,5","1,25555555555556",4.94,yellow,,,,,,,,,,,"388,75",,,,,
8916,220954,"378,75","6,37888888888889",4.3,Red,,,,,,,,,,,"397,5",,,,,
8923,221115,"381,25","12,7605555555556",4.56,Red,,,,,,,,,,,"398,75",,,,,
8926,221253,"382,5","58,5491666666667",4.91,Light blue,,,,,,,,,,,"398,75",,,,,
8937,221507,385,"-37,8186111111111",4.37,Light blue,,,,,,,,,,,400,,,,,
8939,221565,"386,25","-20,9144444444444",4.72,yellow,,,,,,,,,,,"401,25",,,,,
8943,221673,"386,25","31,3255555555556",4.98,Red,,,,,,,,,,,345,,,,,
8949,221760,"388,75","-42,6152777777778",4.71,yellow,,,,,,,,,,,"397,5",,,,,
8959,222095,"391,25","-45,4925",4.74,yellow,,,,,,,,,,,345,,,,,
8961,222107,"391,25","46,4583333333333",3.82,Red,,,,,,,,,,,"346,25",,,,,
8965,222173,"392,5","43,2680555555556",4.29,Light blue,,,,,,,,,,,"348,75",,,,,
8968,222345,"393,75","-14,2216666666667",5,Red,,,,,,,,,,,"348,75",,,,,
8969,222368,"393,75","5,62638888888889",4.13,yellow,,,,,,,,,,,350,,,,,
8974,222404,"393,75","77,6325",3.21,Red,,,,,,,,,,,350,,,,,
8976,222439,395,"44,3338888888889",4.14,Light blue,,,,,,,,,,,"352,5",,,,,
8982,222574,"396,25","-17,8163888888889",4.83,Red,,,,,,,,,,,"352,5",,,,,
8984,222603,"397,5","1,78",4.51,yellow,,,,,,,,,,,"353,75",,,,,
8988,222661,"397,5","-14,545",4.51,Light blue,,,,,,,,,,,"353,75",,,,,
8997,222842,"398,75","29,3616666666667",4.93,Red,,,,,,,,,,,"352,5",,,,,
9003,223047,"402,5","46,4202777777778",4.95,Red,,,,,,,,,,,"356,25",,,,,
9008,223165,"403,75","58,6519444444444",4.87,Red,,,,,,,,,,,"356,25",,,,,
9016,223352,405,"-28,1302777777778",4.57,yellow,,,,,,,,,,,"353,75",,,,,
9045,224014,"412,5","57,4994444444444",4.54,Red,,,,,,,,,,,"357,5",,,,,
9062,224392,"416,25","-64,2986111111111",5,Red,,,,,,,,,,,360,,,,,
9064,224427,"416,25","25,1413888888889",4.66,Red,,,,,,,,,,,"362,5",,,,,
9066,224490,"417,5","51,3886111111111",4.8,Red,,,,,,,,,,,"363,75",,,,,
9067,224533,"417,5","-3,55611111111111",4.86,Red,,,,,,,,,,,"366,25",,,,,
9071,224572,"418,75","55,755",4.88,Light blue,,,,,,,,,,,"366,25",,,,,
9072,224617,"418,75","6,86333333333333",4.01,yellow,,,,,,,,,,,"366,25",,,,,
9076,224686,"418,75","-65,5772222222222",4.5,Light blue,,,,,,,,,,,"366,25",,,,,
9084,224889,"1,25","-77,0658333333333",4.78,Red,,,,,,,,,,,"367,5",,,,,
9089,224935,"1,25","-6,01416666666667",4.41,Red,,,,,,,,,,,"367,5",,,,,
9098,225132,"3,75","-17,3361111111111",4.56,Light blue,,,,,,,,,,,"367,5",,,,,
9103,225212,5,"-10,5097222222222",4.98,Red,,,,,,,,,,,370,,,,,
,,,,,>>> ,,,,,,,,,,,"372,5",,,,,
,,,,,,,,,,,,,,,,375,,,,,
,,,,,,,,,,,,,,,,"376,25",,,,,
,,,,,,,,,,,,,,,,"377,5",,,,,
,,,,,,,,,,,,,,,,"377,5",,,,,
,,,,,,,,,,,,,,,,"378,75",,,,,
,,,,,,,,,,,,,,,,"381,25",,,,,
,,,,,,,,,,,,,,,,"382,5",,,,,
,,,,,,,,,,,,,,,,385,,,,,
,,,,,,,,,,,,,,,,"386,25",,,,,
,,,,,,,,,,,,,,,,"386,25",,,,,
,,,,,,,,,,,,,,,,"388,75",,,,,
,,,,,,,,,,,,,,,,"391,25",,,,,
,,,,,,,,,,,,,,,,"391,25",,,,,
,,,,,,,,,,,,,,,,"392,5",,,,,
,,,,,,,,,,,,,,,,"393,75",,,,,
,,,,,,,,,,,,,,,,"393,75",,,,,
,,,,,,,,,,,,,,,,"393,75",,,,,
,,,,,,,,,,,,,,,,395,,,,,
,,,,,,,,,,,,,,,,"396,25",,,,,
,,,,,,,,,,,,,,,,"397,5",,,,,
,,,,,,,,,,,,,,,,"397,5",,,,,
,,,,,,,,,,,,,,,,"398,75",,,,,
,,,,,,,,,,,,,,,,"402,5",,,,,
,,,,,,,,,,,,,,,,"403,75",,,,,
,,,,,,,,,,,,,,,,405,,,,,
,,,,,,,,,,,,,,,,"412,5",,,,,
,,,,,,,,,,,,,,,,"416,25",,,,,
,,,,,,,,,,,,,,,,"416,25",,,,,
,,,,,,,,,,,,,,,,"417,5",,,,,
,,,,,,,,,,,,,,,,"417,5",,,,,
,,,,,,,,,,,,,,,,"418,75",,,,,
,,,,,,,,,,,,,,,,"418,75",,,,,
,,,,,,,,,,,,,,,,"418,75",,,,,
,,,,,,,,,,,,,,,,"1,25",,,,,
,,,,,,,,,,,,,,,,"1,25",,,,,
,,,,,,,,,,,,,,,,"3,75",,,,,
,,,,,,,,,,,,,,,,5,,,,,
